Country;Overallstudypopulationorsubgroup?;Positive/negativecases;End-pointvsActive;Survivors;Discharged;ContainsAnyTreatment?;ICUvs.non-ICU;Severity;Ventilation;MedianAge;HealthcareWorker;Male;WhiteorEuropean;AfricanAmerican;Asian;HispanicorLatino;Multipleethnicitiesorother;Exposurehistory();Exposure-WuhanTravel();Exposure-PersonalContact();Incubationperiod(days)-Mean;Incubationperiod(days)-Median;Incubationperiod(days)-LQ;Incubationperiod(days)-HigherQuartile;TimeFromSymptomsAppearancetoHospitalization(days)-Mean;TimeFromSymptomsAppearancetoHospitalization(days)-Median;TimeFromSymptomsAppearancetoHospitalization(days)-LQ;TimeFromSymptomsAppearancetoHospitalization(days)-UQ;Smokinghistory;Currentdrinker;BMI;Obesity;AnyComorbidity;Hypertension;Diabetes;CardiovascularDisease(incl.CAD);Chronicobstructivelung(COPD);Cancer(Any);LiverDisease(any);CerebrovascularDisease;Chronickidney/renaldisease;Other;Fever(temperature≥37·3°C);Averagetemperature(celsius);Maxtemperature(celsius);Respiratoryrate>24breathspermin;Cough;ShortnessofBreath(dyspnoea);Headache;Sputum(/Expectoration);Myalgia(MusclePain);Fatigue;Upperair-waycongestion;Diarrhoea;NauseaorVomiting;LossofAppetite/Anorexia;SoreThroat/StuffyNose;Chills;ChestPain;Lossofsmell/taste;DiseaseSeverityAsymptomatic;DiseaseSeverityGeneral;DiseaseSeveritySevere;DiseaseSeverityCritical;ImagingFindingsAvailable?(yes=1.no=0);WhiteBloodCellCount(10^9/L)-Median;WhiteBloodCellCount(10^9/L)-LQ;WhiteBloodCellCount(10^9/L)-UQ;LymphocyteCount(10^9/L)-Median;LymphocyteCount(10^9/L)-LQ;LymphocyteCount(10^9/L)-UQ;CD4+TLymphocyte(Count);CD8+TLymphocyte(Count);PlateletCount(10^9/L)-Median;PlateletCount(10^9/L)-LQ;PlateletCount(10^9/L)-UQ;NeutrophilCount(10^9/L)-Median;NeutrophilCount(10^9/L)-LQ;NeutrophilCount(10^9/L)-UQ;Hemoglobin(g/L)-Median;Hemoglobin(g/L)-LQ;Hemoglobin(g/L)-UQ;Hematocrit();Albumin(g/L);AlanineAminotransferase(U/L);AspartateAminotransferase(U/L);TotalBilirubin(umol/L)-Median;TotalBilirubin(umol/L)-LQ;TotalBilirubin(umol/L)-UQ;BloodUreaNitrogen(mmol/L);Creatinine(μmol/L);CreatineKinase(U/L);C-ReactiveProtein(mg/L);Gamma-GlutamylTransferase(U/L);Interleukin-6(pg/mL);Procalcitonin(ng/mL);D-Dimer(mg/L);ProthrombinTime(s);Antibiotic;Antiviral(Any);UsesKaletra(lopinavir–ritonavir);UsesFavipiravir;UsesTamiflu(oseltamivir);UsesRemdesivir;Usesumif+lop-rit;UsesArbidol(umifenovir);Useshydroxychloroquineand/orchloroquine;Corticosteroid(includingGlucocorticoid.Methylprednisolone);Intravenousimmunoglobin;Nasalcannula;High-flownasalcannulaoxygentherapy;Oxygentherapy;Noninvasivemechanicalventilation;Invasivemechanicalventilation;ECMO;Renalreplacementtherapy;InterferonAlpha-1b;Thymalfasinand/orThymosin;Sepsis;RespiratoryfailureorARDS;Respiratoryfailure;ARDS;Hypoxemia;Heartfailure;Septicshock/shock;Liverdysfunction;Coagulopathy;Acutecardiacinjury;Acutekidneyinjury(AKI);Secondaryinfection/Bacterialinfection;Hypoproteinaemia;Acidosis;Hospitaladmission();ICUadmission;Discharged();ICUlengthofstay.days;Hospitallengthofstay.days;DaystoViralClearance(Median);Mortality;ProjectedMortality(accountingforpatientsnotcurrentlydischarged)
China;1;4;3;2;3;2;3;5;0;;;0.3836;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.64;;;;0.4384;;;0.2734;;;;;;;;;;;;;;;;4.4;5.66;27.5;1.32;0.96;1.57;492;273;;;;;;;;;;;;;;;;;;;;6.23;;;0.02;;;0.0959;0.3288;0.11;0;0.137;;;0.0956;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;;0.81;;12.67;;;
China;2;4;1;3;1;1;2;7;3;725;;0.659;0;0;1;0;0;;;;;7;4;10;10;10;7;15;;;;;0.768;0.561;0.183;0.207;0.146;0.073;0.024;0.122;0.073;0.122;0.78;38.8000;;;0.646;0.634;;;;0.463;;0.122;0.023;;0.049;;;;;;;1;;;;;0.5;0.3;0.8;;;148.5;102;206;6.8;;;;;;;33.1;26;72;13.6;10;22.9;8.6;78;107.5;11.7;;;0.3;5.1;13.2;1;1;;;;;;;;0.353;;;1;;0.366;0.048;;;;;0.28;;1;;;0.246;;;;;;;;;1;0.17;0;;5;;1;1
China;2;4;1;1;1;1;1;2;0;;;0.364;0;0;1;0;0;0.182;;0.091;;;;;;;;;;;;;0.182;0.182;;;;;;;;;0.364;;;;0.364;0.636;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.8181;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;17.81;7;0;0
China;1;4;1;1;1;1;1;2;0;31;;0.5;0;0;1;0;0;0.5;;;;;;;;;;;;;;;0;0;;;;;;;;;0;;;;0.5;0.5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;8;3;0;0
China;1;4;1;1;1;1;1;2;0;44;;0.333;0;0;1;0;0;0.111;;0.111;;;;;;;;;;;;;0.222;0.222;;;;;;;;;0.444;;;;0.333;0.666;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;20;13;0;0
China;1;4;5;1;5;1;2;5;3;438;;0.516;0;0;1;0;0;;0.71;0.386;7;7;3.5;9;;;;;0.248;0.1680;;;;0.139;0.05;0.02;0.03;0.01;0.03;0.01;0;;0.79;;;;0.597;0.048;0.081;0.161;0.242;0.242;0.048;0.113;;;0.081;;;;0.048;;;0.065;1.0000;5.3;4;6.7;1.3;0.9;1.8;;;178;130.5;215.5;2.9;3.7;6.6;138.8;122.1;155.5;;;22;25.5;9.7;7.4;13.1;;68;67;9.9;;;0.05;0.37;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;;;0;
China;2;4;3;2;3;2;3;5;0;;;;0;0;1;0;0;;0.322;0.497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.748;0.131;0;0.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;1;0;1;;16.68;;0;0
China;1;4;3;2;3;2;3;2;0;;;;0;0;1;0;0;;0;1;9;;;;;;;;0;;;;;;;;;;0;;0;;0;;;;0;0;0;;;0;;;;;;;;;1;0;0;0;0.0000;4.66;3.81;5.5;2.93;1.91;3.94;811;561;140.5;30;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;0;1;;16.5;;0;0
China;1;4;3;2;3;2;3;2;0;;;;0;0;1;0;0;;0.5;0.5;8.5;;;;;;;;0;;;;;;;;;;0;;0;;0;;;;0;0;0;;;0;;;;;;;;;1;0;0;0;0.0000;3.9;;;1.63;1.21;2.05;691;537;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;0;1;;10.5;;0;0
China;1;4;3;2;3;2;3;2;0;;;;0;0;1;0;0;;0.5;0;20.5;;;;;;;;0.5;;;;;;;;;;0;;0;;0;;;;0;0;0;;;0;;;;;;;;;1;0;0;0;0.0000;7.11;5.11;9.1;2.14;1.31;2.96;420;;229;221;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;0;1;;16;;0;0
China;1;4;3;2;3;2;3;2;0;;;;0;0;1;0;0;;0;0.667;8.8;;;;;;;;0.333;;;;;;;;;;0;;0;;0;;;;0;0;0;;;0;;;;;;;;;1;0;0;0;0.0000;5.9;4.11;6.27;1.3;0.96;1.99;433;370;183;87;328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.167;;0;;;0;;;;1;0;1;;12.2;;0;0
China;1;4;3;2;3;2;3;2;0;;;;0;0;1;0;0;;0;0.8;7;;;;;;;;0.4;;;;;;;;;;0;;0;;0;;;;0;0;0;;;0;;;;;;;;;1;0;0;0;0.0000;6.42;6.68;9.4;2.04;2.03;3;253;;197;192;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;0;1;;11.6;;0;0
China;1;4;3;2;3;2;3;2;0;;;;0;0;1;0;0;;0;1;13.7;;;;;;;;0;;;;;;;;;;0;;0;;0;;;;0;0;0;;;0;;;;;;;;;1;0;0;0;0.0000;5.19;5.17;8.05;0.83;0.78;2.57;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;0;1;;19;;0;0
China;1;4;3;2;3;2;3;7;0;;;;0;0;1;0;0;;0.714;0.286;9.1;;;;;;;;0.286;;;;;;;;;;0.143;;0;;1;;;;0.714;0.143;0.571;;;0.571;;;;;;;;;0;0;1;0;0.0000;5.29;4.1;8.2;2.19;0.67;2.97;399;342;205.5;133;503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0.143;;;0;;;;1;;1;;18.3;;0;0
China;1;4;3;2;3;2;3;7;0;;;;0;0;1;0;0;;0.667;0.333;8.3;;;;;;;;0;;;;;;;;;;0;;0;;0.667;;;;0.667;0.333;0;;;0;;;;;;;;;0;0;1;0;0.0000;3.3;3.26;3.34;0.86;0.75;0.96;393;304;186;174;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;;1;;17;;0;0
China;1;4;3;2;3;2;3;7;0;;;;0;0;1;0;0;;0.8;0.2;12.3;;;;;;;;0.2;;;;;;;;;;0.2;;0;;0.8;;;;0.6;0.6;0.2;;;0.2;;;;;;;;;0;0;1;0;0.0000;5.17;3.2;6.07;0.78;0.75;1.07;167;235;77;68;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0.2;;;0;;;;1;;1;;26.5;;0;0
China;1;4;3;2;3;2;3;7;0;;;;0;0;1;0;0;;0;0.333;;;;;;;;;0.667;;;;;;;;;;0;;0;;0.333;;;;0.667;0.667;1;;;1;;;;;;;;;0;0;1;0;0.0000;6.34;5.43;6.68;0.69;0.63;1.43;117;121;158;131;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;0;;;;1;;1;;15.7;;0;0
China;1;4;3;2;3;2;3;7;0;;;;0;0;1;0;0;;0.5;0.5;10.3;;;;;;;;0.25;;;;;;;;;;0.25;;0;;0.5;;;;0.75;1;0.5;;;0.5;;;;;;;;;0;0;1;0;0.0000;3.05;2.25;3.85;0.5;0.4;0.97;121;111;130.5;121;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0.25;;;0;;;;1;;1;;21.25;;0;0
China;2;4;1;2;3;1;2;5;0;;;0.479;0;0;1;0;0;;;;;;;;;;;;0.072;0.1020;;;0.434;0.28;0.141;0.089;0.069;;;0.097;0.017;0.097;0.792;;;;0.102;0.02;;;0.005;0.035;;0.01;0.005;;0.02;;;;;;;;1.0000;5.5;4.11;7.3;1.06;0.75;1.49;;;192;148;251;3.57;;;126.9;109.2;144.6;;37.4;;;12.8;10;17.5;;69;;25.5;;;0.06;0.73;;0.866;0.978;;0;0.305;;;0.804;0;0.412;0.491;;0.263;;0.139;0.057;;;0.179;;;0.355;;;;;;0.216;;0.206;0.141;0.192;;;1;;0.75;;;;0.25;0.25
China;1;4;1;3;1;1;2;7;0;;;0.57;0;0;1;0;0;;;;;;;;;;;;0.09;0.1000;;;0.77;0.6;0.25;0.16;0.17;;;0.22;0.03;0.22;0.87;;;;0.04;0.02;;;0;0.02;;0.01;0;;0;;;;;;;;1.0000;8.58;5.13;12.34;0.73;0.46;0.92;;;169;121;219;7.09;;;125;105.4;144.6;;33.2;;;17.4;12.7;24.7;;82;;95;;;0.2;5.38;;0.99;0.96;;0;0.21;;;0.66;0;0.74;0.66;;0.74;;0.48;0.16;;;0.08;;;0.9;;;;;;0.71;;0.65;0.43;0.58;;;1;;0;;;;1;1
China;1;4;1;2;1;1;2;5;0;;;0.449;0;0;1;0;0;;;;;;;;;;;;0.066;0.1020;;;0.323;0.175;0.106;0.066;0.036;;;0.056;0.013;0.056;0.766;;;;0.122;0.02;;;0.007;0.04;;0.01;0.007;;0.026;;;;;;;;1.0000;5.03;3.98;6.5;1.18;0.9;1.62;;;205;153;264;3.1;;;127.5;110.4;144.6;;38.5;;;11.9;9.5;15.4;;68;;23.8;;;0.04;0.5;;0.829;0.983;;0;0.3;;;0.851;0;0.304;0.436;;0.106;;0.026;0.023;;;0.211;;;0.175;;;;;;0.053;;0.059;0.046;0.063;;;1;;1;;;;0;0
China;2;4;1;2;1;1;3;5;0;;;0.5946;0;0;1;0;0;;;0.9559;;;;;;;;;0;0.0000;;;0;;;;;;;;;;0.2703;38.6000;40.1;;0.3243;0.027;0.027;0.027;0;0.0676;;0.0405;;0.0405;;;;;0.4054;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;;;0.1;;;0.3552;;0;0;;;;;;0.013;;;0;;0.013;0;0;0;;;;;;;;;;;;;;;;;1;;1;;11;;0;0
Japan (Diamond Princess);2;4;0;1;3;0;0;5;0;68;;;0;0;1;0;0;;;;;;;;;;;;;;;;0.5;;0.067;;;0.038;;;;;0.288;;;;0.279;0.067;0.096;;;;;0.077;;;0.154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.135;0;0.01;;;;;;;;;;;;;;;;;;;;;na;;;;;
Japan (Diamond Princess);1;4;0;1;3;0;0;2;0;665;;;0;0;1;0;0;;;;;;;;;;;;0.145;;;;0.447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;na;;;;;
Japan (Diamond Princess);1;4;0;1;3;0;0;7;0;725;;;0;0;1;0;0;;;;;;;;;;;;0.25;;;;0.643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0;0.0357;;;;;;;;;;;;;;;;;;;;;na;;;;;
South Korea;2;4;0;2;3;2;0;5;0;;;0.38;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0.01;
South Korea;1;4;1;3;1;2;0;7;0;77;;0.56;0;0;1;0;0;;;;;;;;;4.5;0;11;;;;;0.97;;;0.159;;0.111;;;0.079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;;;1;1
China;2;4;3;2;3;1;2;5;3;4;0;0.622;0;0;1;0;0;;1;;;;;;;;;;0;0.0000;;;0.09;;;;;;;;;0.09;0.6219;;;;0.6219;0.0244;;;;;;;;;;;;;0.0976;;;;0.0000;8.76;;;;;;;;248;;;;;;125;;;;38.07;34.57;44.43;;;;12.52;16.13;;18.22;64.97;30.66;1.47;;10.82;0.8537;1;;;;;;;;0.0366;0.0366;0.061;;;0.0244;0.0244;;;;;0;0.0122;0.0122;0;0;0.0122;0.0244;0;;;;;;;1;0.1;0.73;;11.2;;0;0
China;2;4;5;1;5;2;1;5;1;50;0;0.5;0;0;1;0;0;0.33;0;0.33;4.5;4.5;3;6;7.8;7;7;9;;;;;0.6667;0.3333;0.1667;0;0;0.1667;;;0;0.1667;0.8333;37.7000;;;0.8333;;;;0.5;0.5;0.1667;0.3333;;;0.1667;;;;;0.1667;0.1667;0;1.0000;5.2;4.3;6.5;1.7;0.7;2.7;;;196.5;166.75;201;4.05;;;148;131;152;;44.45;19.23;24.18;7.9;6.15;9.2;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;0.83;0;0;0;;;0;
China;1;4;5;1;5;2;1;2;1;65;0;0;0;0;1;0;0;1;0;1;;;;;7;7;7;7;;;;;1;1;0;0;0;1;;;0;0;1;39.0000;;;1;;;;1;1;0;0;;;0;;;;;0;0;0;1.0000;4.8;4.8;4.8;0.6;0.6;0.6;;;157;157;157;4;;;131;131;131;;39.4;14.2;20.5;6.9;6.9;6.9;3.5;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;1;0;0;0;;;0;
China;1;4;5;1;5;2;1;7;1;66;0;1;0;0;1;0;0;0;0;0;;;;;6;6;6;6;;;;;1;1;0;0;0;0;;;0;0;1;39.0000;;;1;;;;1;1;0;0;;;0;;;;;1;1;0;1.0000;4.2;4.2;4.2;0.7;0.7;0.7;;;118;118;118;3.2;;;156;156;156;;38.5;13.9;23.3;5.9;5.9;5.9;5.7;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;1;0;0;0;;;0;
China;1;4;5;1;5;2;1;2;1;37;0;0;0;0;1;0;0;1;0;1;;;;;9;9;9;9;;;;;0;0;0;0;0;0;;;0;0;1;36.2000;;;1;;;;0;0;1;1;;;1;;;;;0;0;0;1.0000;5.6;5.6;5.6;2.2;2.2;2.2;;;224;224;224;3.1;;;150;150;150;;50.4;25.9;27.4;9.3;9.3;9.3;3.1;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;1;0;0;0;;;0;
China;1;4;5;1;5;2;1;2;1;36;0;1;0;0;1;0;0;0;0;0;;;;;10;10;10;10;;;;;1;0;0;0;0;0;;;0;1;1;36.5000;;;1;;;;0;0;0;1;;;0;;;;;0;0;0;1.0000;11.4;11.4;11.4;2.7;2.7;2.7;;;196;196;196;8.1;;;152;152;152;;48.1;20.2;18.1;8.9;8.9;8.9;5.2;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;1;0;0;0;;;0;
China;1;4;5;1;5;2;1;2;1;10;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;36.5000;;;0;;;;0;0;0;0;;;0;;;;;0;0;0;1.0000;6.5;6.5;6.5;2.8;2.8;2.8;;;197;197;197;3.2;;;146;146;146;;49.1;23.9;28.2;3.6;3.6;3.6;5.6;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;0;0;0;0;;;0;
China;1;4;5;1;5;2;1;2;1;63;0;0;0;0;1;0;0;0;0;0;;;;;7;7;7;7;;;;;1;0;1;0;;0;;;0;0;1;39.0000;;;1;;;;1;1;0;0;;;0;;;;;0;0;0;1.0000;4.3;4.3;4.3;1.2;1.2;1.2;;;205;205;205;2.7;;;130;130;130;;41.2;17.3;27.6;10.4;10.4;10.4;4.9;;;;;;;;;1;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;1;0;0;0;;;0;
China;2;4;1;3;1;1;0;7;3;71;;0.5941;0;0;1;0;0;1;1;;;;;;;;;;;;;;0.82;0.5842;0.2178;0.24;0.1386;0.07;0.18;0.1287;0.11;0;0.8119;;;;0.5545;0.5842;0.0495;;0.06;0.3564;;0.1;0.03;;;;;;0;0;0;1;1.0000;9.7;9.04;10.36;0.76;0.68;0.84;197.9;130.4;178.2;167.37;189.03;8.47;;;;;;;33.14;55.99;116.8;25.01;18.32;31.7;11.94;139.8;;107.9;;;1.3;15.31;15.35;0.98;0.96;0;0;0;;0;0.96;0;0.4356;0;0;0.7723;0.7723;0.4059;0.1386;0;0.0495;0;0;;;0.9901;;;0.5248;;0.1782;0.1386;0.5248;0.2277;;;;1;;0;;4;;1;1
China;1;4;1;3;1;1;0;7;3;72;;0.58;0;0;1;0;0;1;1;;;;;;;;;;;;;;0.77;0.54;0.19;0.1875;0.08;0.06;0.19;0.08;0.04;0;0.79;;;;0.48;0.58;0.02;;0.02;0.4;;0.08;0.02;;;;;;0;0;0;1;1.0000;12.36;11.11;13.61;0.7;0.62;0.78;203.3;120.7;185.2;163.95;206.45;11.23;;;;;;;32.32;88.64;219.2;28.94;16.95;40.93;15.2;172.5;;123.4;;;2.26;21.28;18.73;0.98;0.9792;0;0;0;;0;0.9792;0;0.3542;0;0;0.7292;0.7292;0.2292;0.1667;0;0.0417;0;0;;;0.9792;;;0.5833;;0.1875;0.0833;;0.25;;;;1;;0;;2;;1;1
China;1;4;1;3;1;1;0;7;3;71;;0.6;0;0;1;0;0;1;1;;;;;;;;;;;;;;0.85;0.62;0.25;0.283;0.19;0.08;0.17;0.17;0.17;0;0.83;;;;0.62;0.58;0.09;;0.09;0.32;;0.11;0.08;;;;;;0;0;0;1;1.0000;7.72;7.21;8.23;0.69;0.64;0.74;195.6;151;173;162.5;183.5;6.48;;;;;;;33.75;34.15;46.15;22.38;14.61;30.15;10.08;116.5;;94.1;;;0.58;11.47;13.22;0.98;0.9434;0;0;0;;0;0.9434;0;0.5094;0;0;0.8113;0.8113;0.566;0.1132;0;0.0566;0;0;;;1;;;0.4717;;0.1698;0.1887;;0.2075;;;;1;;0;;7;;1;1
China;1;4;1;3;1;1;0;7;3;65;0;0.67;0;0;1;0;0;1;1;;;;;;;;;;;;;;0.73;0.6;0.26;;0.22;0.07;0.06;0.22;0.09;0;0.96;;;;0.62;0.96;0.04;;0.93;0.93;;0.04;0.04;;;;;;0;0;0;1;1.0000;7.85;4.84;12.79;0.55;0.41;0.8;;;160.5;93.3;227.7;7.58;3.44;11.72;125;105;145;;34.2;25;43;14.1;8.6;19.9;8.34;80;;84.9;44;;0.4;3.31;13.1;0.96;;;;;;;;;;;;;;0.218;;;0.073;;;;;;;;;;;;;;;;;1;;0;;;;1;1
China;2;4;3;2;3;2;3;5;0;57;0.021;0.507;0;0;1;0;0;0.107;0;0;;;;;8;8;7;10;0.014;;;;0.643;0.3;0.121;0.05;0.014;;0.057;;;0.1;0.917;;;;0.75;0.367;;;;0.75;0.367;0.129;0.173;0.122;;;;;;0.414;;;1.0000;4.7;3.7;6.7;0.8;0.7;1;;;;;;;;;;;;;;;;;;;;;72.5;34.2;;;0.07;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;;
China;1;4;3;2;3;2;3;2;0;515;0.037;0.463;0;0;1;0;0;0.134;0;0;;;;;8;8;6;10;0;;;;0.537;0.244;0.11;0.037;0;;0.05;;;0.1;0.881;;;;0.761;0.299;;;;0.761;0.299;0.11;0.232;0.11;;;;;;0;;;1.0000;4.5;3.5;5.9;0.8;0.7;1.1;;;;;;;;;;;;;;;;;;;;;83;28.7;;;0.05;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;;
China;1;4;3;2;3;2;3;7;0;64;0;0.569;0;0;1;0;0;0.069;0;0;;;;;7;7;6;10;0.034;;;;0.793;0.379;0.138;0.069;0.034;;0.069;;;0.1;0.962;;;;0.736;0.453;;;;0.736;0.453;0.158;0.088;0.14;;;;;;1;;;1.0000;5.3;4;9;0.7;0.6;0.9;;;;;;;;;;;;;;;;;;;;;66;47.6;;;0.1;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;;
China;2;4;1;3;1;1;3;7;0;6922;;0.6944;0;0;1;0;0;;;;;;;;;;;;0.1111;;;;;0.5833;0.1944;0.1389;0.1111;0.0278;;0.2222;0.0833;;0.9444;;;;0.7778;0.5833;;0.2222;0.0278;0.4722;;0.0833;;;;;;;;0;1;0;0.0000;7.67;4.1;10.97;0.67;0.45;0.89;;;167.21;115.4;219.02;6.64;;;123.74;111.14;136.34;;30.18;26;43;11.21;7.5;19.2;7.8;83;;106.2;;100.6;0.61;8.64;;1;0.9722;0.9722;0;0.9722;;0.9722;0.9722;0;0.6944;0.5556;;0.9722;;0.5278;0.25;;;0.1667;;;1;;1;;;;;;;0.0278;;;;1;;0;;;;1;1
Chile;2;4;3;2;0;0;0;0;0;34;;0.49;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;;0.52;0.57;0.52;;0.04;;;;0.47;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;;na;;;;0;
USA;2;4;3;2;3;2;2;5;3;53;;0.67;;;;;;1;0.75;0.17;;;;;1;1;0;3;0.0833;;;;0.1667;0.1667;0.0833;0.1667;0.0833;0;0.08;;0;0.3333;0.5833;;;;0.6667;0.0833;0.25;;;0.4167;;0.0833;;;0.0833;0.0833;;;0;0.5833;0.5;0.0833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;0;;;;;;;;0.58;0.08;0.92;4;12.71;29;0;0
USA;1;4;3;2;3;1;2;5;3;55;;0.714;;;;;;1;;;;;;;2;1;1;3;0.1428;;;;0.5714;0.1428;0.1428;0.1428;0.1428;0;;;0;0.2857;0.8527;;38.544;;0.8571;0.1428;0.1428;;;0.2857;;0.1428;;;;;;;0;1;0.8572;0.1428;1.0000;3.65;3.3;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7142;0.4285;0;0;;;;;;0;0;;0.1428;;;;;;;;0;;;;;0;0;;;;;;;;1;0.14;0.86;4;12.71;32;0;0
China;2;4;1;2;1;1;3;5;3;55;;0.541;0;0;1;0;0;;;;;;;;5;5;3;7;;;;;;0.339;0.11;;0.037;;;0.055;0.092;;0.826;;;;0.615;;;;;0.569;;0.11;;;;;;;0;;;;;5.2;4;7;0.9;0.5;1.2;;;;;;3.6;2.8;5.6;;;;;;23;30;9;6.5;13.4;4.3;65;91;31;;;0.1;600;;0.972;0.982;;;;;;;;;;;0.257;;;0;;;;;;;;0.486;;;;;;;;;;;1;;0.72;;15;;0.28;0.28
China;1;4;1;2;1;1;3;5;3;49;;0.554;0;0;1;0;0;;;;;;;;4;4;2;6;;;;;;0.286;0.018;;0.036;;;0;0.036;;0.857;;;;0.643;;;;;0.464;;0.107;;;;;;;0;;;;;4.9;3.8;6.2;1;0.8;1.4;;;;;;3.2;2.4;4.2;;;;;;23;29;8.3;6.8;11.7;3.5;64;100;20;;;0.1;370;;0.946;0.982;;;;;;;;;;;0.036;;;0;;;;;;;;0;;;;;;;;;;;1;;0.91;;15;;0.09;0.09
