Country;Overallstudypopulationorsubgroup?;Positive/negativecases;End-pointvsActive;Survivors;Discharged;ContainsAnyTreatment?;ICUvs.non-ICU;Severity;Ventilation;MedianAge;HealthcareWorker;Male;WhiteorEuropean;AfricanAmerican;Asian;HispanicorLatino;Multipleethnicitiesorother;Exposurehistory();Exposure-WuhanTravel();Exposure-PersonalContact();Incubationperiod(days)-Mean;Incubationperiod(days)-Median;Incubationperiod(days)-LQ;Incubationperiod(days)-HigherQuartile;TimeFromSymptomsAppearancetoHospitalization(days)-Mean;TimeFromSymptomsAppearancetoHospitalization(days)-Median;TimeFromSymptomsAppearancetoHospitalization(days)-LQ;TimeFromSymptomsAppearancetoHospitalization(days)-UQ;Smokinghistory;Currentdrinker;BMI;Obesity;AnyComorbidity;Hypertension;Diabetes;CardiovascularDisease(incl.CAD);Chronicobstructivelung(COPD);Cancer(Any);LiverDisease(any);CerebrovascularDisease;Chronickidney/renaldisease;Other;Fever(temperature≥37·3°C);Averagetemperature(celsius);Maxtemperature(celsius);Respiratoryrate>24breathspermin;Cough;ShortnessofBreath(dyspnoea);Headache;Sputum(/Expectoration);Myalgia(MusclePain);Fatigue;Upperair-waycongestion;Diarrhoea;NauseaorVomiting;LossofAppetite/Anorexia;SoreThroat/StuffyNose;Chills;ChestPain;Lossofsmell/taste;DiseaseSeverityAsymptomatic;DiseaseSeverityGeneral;DiseaseSeveritySevere;DiseaseSeverityCritical;ImagingFindingsAvailable?(yes=1.no=0);WhiteBloodCellCount(10^9/L)-Median;WhiteBloodCellCount(10^9/L)-LQ;WhiteBloodCellCount(10^9/L)-UQ;LymphocyteCount(10^9/L)-Median;LymphocyteCount(10^9/L)-LQ;LymphocyteCount(10^9/L)-UQ;CD4+TLymphocyte(Count);CD8+TLymphocyte(Count);PlateletCount(10^9/L)-Median;PlateletCount(10^9/L)-LQ;PlateletCount(10^9/L)-UQ;NeutrophilCount(10^9/L)-Median;NeutrophilCount(10^9/L)-LQ;NeutrophilCount(10^9/L)-UQ;Hemoglobin(g/L)-Median;Hemoglobin(g/L)-LQ;Hemoglobin(g/L)-UQ;Hematocrit();Albumin(g/L);AlanineAminotransferase(U/L);AspartateAminotransferase(U/L);TotalBilirubin(umol/L)-Median;TotalBilirubin(umol/L)-LQ;TotalBilirubin(umol/L)-UQ;BloodUreaNitrogen(mmol/L);Creatinine(μmol/L);CreatineKinase(U/L);C-ReactiveProtein(mg/L);Gamma-GlutamylTransferase(U/L);Interleukin-6(pg/mL);Procalcitonin(ng/mL);D-Dimer(mg/L);ProthrombinTime(s);Antibiotic;Antiviral(Any);UsesKaletra(lopinavir–ritonavir);UsesFavipiravir;UsesTamiflu(oseltamivir);UsesRemdesivir;Usesumif+lop-rit;UsesArbidol(umifenovir);Useshydroxychloroquineand/orchloroquine;Corticosteroid(includingGlucocorticoid.Methylprednisolone);Intravenousimmunoglobin;Nasalcannula;High-flownasalcannulaoxygentherapy;Oxygentherapy;Noninvasivemechanicalventilation;Invasivemechanicalventilation;ECMO;Renalreplacementtherapy;InterferonAlpha-1b;Thymalfasinand/orThymosin;Sepsis;RespiratoryfailureorARDS;Respiratoryfailure;ARDS;Hypoxemia;Heartfailure;Septicshock/shock;Liverdysfunction;Coagulopathy;Acutecardiacinjury;Acutekidneyinjury(AKI);Secondaryinfection/Bacterialinfection;Hypoproteinaemia;Acidosis;Hospitaladmission();ICUadmission;Discharged();ICUlengthofstay.days;Hospitallengthofstay.days;DaystoViralClearance(Median);Mortality;ProjectedMortality(accountingforpatientsnotcurrentlydischarged)
USA;2;4;1;1;1;2;1;2;1;;;0.5;;;;;;1;0.5;0.5;;;;;8;8;8;8;;;;;;;;;0.5;;;;;;1;;;;1;;0.5;;;1;;;1;;;;0.5;;;;;;;3.2;3.2;3.2;0.75;0.75;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;17;32;0;
USA;1;4;1;1;1;2;1;2;1;;;0;;;;;;1;1;0;;;;;6;6;6;6;;;;;;;;;0;;;;;;1;;;;1;;0;;;1;;;1;;;;1;;;;;;;3;3;3;0.7;0.7;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;14;33;0;
USA;1;4;1;1;1;2;1;2;1;;;1;;;;;;1;0;1;;;;;10;10;10;10;;;;;;;;;1;;;;;;1;;;;1;;1;;;1;;;1;;;;0;;;;;;;3.4;3.4;3.4;0.8;0.8;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;20;31;0;
South Korea;2;4;3;2;3;2;3;5;0;;;0.536;0;0;1;0;0;;0.57;0.36;4.1;;;;;;;;;;;;0.357;;;;;0.036;;;;;0.321;;;;0.179;;;0.179;0.143;;;;;;0.321;0.179;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.25;;12.7;;;
Australia;2;4;3;2;0;0;0;0;0;47;;0.5;;;;;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;0.366;;;;0.285;0.186;0.105;;0.075;;;0.163;0.115;;0.244;;0.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;;;;0.01;
China;2;4;3;2;3;1;2;5;3;4520935484;;0.5084;0;0;1;0;0;0.9939;0.5914;0.4024;;;;;;;;;0.0632;;;;0.2735;0.1536;0.0738;0.0077;0.0015;0.0092;0.0384;;0.0092;0.0061;0.8372;;;;0.6682;0.0415;;0.3487;;0.1828;;0.4432;0.4432;;;;;;;0.0983;;;1.0000;4.72;3.76;5.95;1.17;0.88;1.57;;;177.68;145.43;217.77;2.93;2.18;4;137.72;127.89;150.81;40.37;41.34;21.9;24.96;9.65;7.02;13.18;3.75;66;66;8.79;5.82;;0.05;;;0.4255;0.8387;0.8387;0;0;;0.8387;0.8387;0;0.1137;0;;;;0;0.0261;0;0;0.8387;0;0.003;0.0261;0.0261;0.0261;;0;0.003;0.0983;;;;;;;1;0.03;;;;;0;
China;1;4;3;2;3;1;2;5;3;4614;;0.5;0;0;1;0;0;0.9459;0.5135;0.4324;;;;;;;;;0.0423;;;;0.3378;0.1622;0.0946;0.0135;0;0;0.11;;0;0;0.8514;;;;0.7162;0.1081;;0.3919;;0.3108;;0;0;;;;;;;0.2297;;;1.0000;4.85;3.8;6.34;0.97;0.73;1.3;;;183;141;216;3.14;2.6;4.7;135.5;127;149.3;39.4;40.13;25;29.35;10;7.15;13.8;3.35;66;73;15.69;5.95;;0.06;;;0.4189;0.8919;0.8919;0;0;;0.8919;0.8919;0;0.1486;0;;;;0;0.0676;0;0;0.8919;0;0.0135;0.0676;0.0676;0.0676;;0;0.0135;0.1757;;;;;;;1;0.07;;;;;0;
China;1;4;3;2;3;1;2;5;3;4509;;0.5095;0;0;1;0;0;1;0.6014;0.3986;;;;;;;;;0.0659;;;;0.2652;0.1525;0.0711;0.0069;0.0017;0.0104;0.0295;;0.0104;0.0069;0.8354;;;;0.662;0.033;;0.3432;;0.1664;;0.5;0.5;;;;;;;0.0814;;;1.0000;4.7;3.76;5.9;1.2;0.9;1.6;;;177;146;218;2.9;2.13;3.91;138;128;151;40.5;41.5;21.5;24.4;9.6;7;13.1;3.8;66;70;7.9;5.8;;0.05;;;0.4263;0.8319;0.8319;0;0;;0.8319;0.8319;0;0.1092;0;;;;0;0.0208;0;0;0.8319;0;0.0017;0.0208;0.0208;0.0208;;0;0.0017;0.0884;;;;;;;1;0.02;;;;;0;
China;2;4;3;2;3;1;1;0;3;516;0;0.8;0;0;1;0;0;1;0.4;0.6;;;;;5.4;5.4;2;15;;;;;0.4;0.3;;0.1;;;;;;;0.9;37.5900;;;0.6;0.6;0.3;0.4;;0.1;;0.3;0.1;;;;0.1;;;;;;0.0000;;;;0.59;0.41;0.77;;;;;;;;;;;;;30.27;34.27;51.6;13.88;7.67;20.09;6.83;61.14;317.12;;;;;;;0.9;1;;;;;;;;1;1;0.7;0.6;1;0.3;0.1;0;0.1;;;;;;0.1;;;;0.8;;;0.6;0.4;;;1;;0.4;;;;0.1;
China;2;4;3;2;3;1;4;7;5;65;;0.6;0;0;1;0;0;;;;6.6;7;3;7;2.6;2;2;3;0;;;;0.2;0.2;0;0;0;0;0;0;0;0;1;37.5520;38.5;;;;;;;;;;;;;;;;;1;0;1;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;160.06;;147.9;1.8;;;;1;0.8;0.4;0;;0;0;0;0;0;;;1;0;1;0.2;;0.8;;;1;;1;;;;;;0.2;;;;;1;1;0.6;;53;;0;0
China;1;4;5;2;5;1;4;7;5;75;;1;0;0;1;0;0;;;;1;1;1;1;2;2;2;2;0;;;;0;0;0;0;0;0;0;0;0;0;1;38.0000;38.6;;;;;;;;;;;;;;;;;1;0;1;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;163.4;;70.5;1.2;;;;1;1;1;0;;0;0;0;0;0;;;1;0;1;0;;1;;;1;;1;;;;;;0;;;;;1;1;0;;;;0;
China;1;4;5;2;5;1;4;7;5;65;;1;0;0;1;0;0;;;;7;7;7;7;4;4;4;4;0;;;;1;1;0;1;0;0;0;0;0;0;1;37.2800;39;;;;;;;;;;;;;;;;;1;0;1;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;242.8;;438.2;7.3;;;;1;1;0;0;;0;0;0;0;0;;;1;0;1;1;;0;;;1;;1;;;;;;1;;;;;1;1;0;;;;0;
China;1;4;1;2;1;1;4;7;5;55;;0;0;0;1;0;0;;;;3;3;3;3;2;2;2;2;0;;;;0;0;0;0;0;0;0;0;0;0;1;37.0800;37.6;;;;;;;;;;;;;;;;;1;0;1;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;63.9;0.1;;;;1;1;0;0;;0;0;0;0;0;;;1;0;1;0;;1;;;1;;1;;;;;;0;;;;;1;1;1;;53;;0;0
China;1;4;1;2;1;1;4;7;5;35;;0;0;0;1;0;0;;;;7;7;7;7;2;2;2;2;0;;;;0;0;0;0;0;0;0;0;0;0;1;37.5000;38.3;;;;;;;;;;;;;;;;;1;0;1;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;156;;79.1;0.2;;;;1;0;1;0;;0;0;0;0;0;;;1;0;1;0;;1;;;1;;1;;;;;;0;;;;;1;1;1;;51;;0;0
China;1;4;1;2;1;1;4;7;5;65;;1;0;0;1;0;0;;;;15;15;15;15;3;3;3;3;0;;;;0;0;0;0;0;0;0;0;0;0;1;37.9000;39;;;;;;;;;;;;;;;;;1;0;1;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;173.1;;87.8;0.2;;;;1;1;0;0;;0;0;0;0;0;;;1;0;1;0;;1;;;1;;1;;;;;;0;;;;;1;1;1;;55;;0;0
Netherlands;2;4;3;1;3;2;1;5;0;49;1;0.174;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.535;;;;0.756;0.384;0.57;;0.64;;;0.186;0.174;0.174;0.395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;;;;8;0;
Netherlands;2;4;3;1;3;2;1;5;0;47;1;0.188;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.625;;;;0.656;0.188;0.563;;0.656;;;0.156;0.031;0.031;0.344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;5;0;
Netherlands;2;4;3;1;3;2;1;5;0;49;1;0.167;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.481;;;;0.815;0.426;0.574;;0.815;;;0.204;0.259;0.259;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;;;;;9;0;
China;2;4;3;2;3;1;2;5;1;42;;0.5;0;0;1;0;0;1;0.6;0.4;;5;3;7;;;;;;;;;;0.1;0;0.1;;0;0.1;;0.1;;0.7;;;0.1;0.8;0;0.3;0.4;;;0.1;0;0.3;;0.4;;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;1;1;0;0;;0.2;0.2;0;0.3;0.5;0.9;0.9;;;;;;0.9;;;;0.2;;;;;;;0;0;;;;1;0.3;0.7;;13;;;
China;2;4;1;2;3;2;3;5;0;;;0.5355;0;0;1;0;0;;;;;;;;;;;;;;;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;13.7;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0.11;
China;1;4;1;1;1;2;3;5;0;;;0.5062;0;0;1;0;0;;;;;;;;;;;;;;;;0.389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.61;13.6;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;
China;1;4;1;3;1;2;3;7;0;;;0.7619;0;0;1;0;0;;;;;;;;;;;;;;;;0.571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.12;15.5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;
United Kingdom;2;4;3;2;3;1;4;7;3;61;;0.705;1;0;0;0;0;;;;;;;;;;;;;;;;;;;0.001;0.012;0.047;0.004;;0.027;0.377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.787;;;;;;;;;;;;;;;;;;;;1;1;0.11;4;;;0.1;0.48
United Kingdom;1;4;1;1;1;1;4;7;3;60;;0.593;1;0;0;0;0;;;;;;;;;;;;;;;;0.0814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3837;;;;;;;;;;;;;;;;;;;;1;1;;;;;0;
United Kingdom;1;4;1;3;1;1;4;7;3;70;;0.7342;1;0;0;0;0;;;;;;;;;;;;;;;;0.1266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8228;;;;;;;;;;;;;;;;;;;;1;1;0;;;;1;1
China;2;4;1;2;3;1;3;5;3;50;;0.63;0;0;1;0;0;0.765;0.457;;;;;;;;;;0.037;;24;;0.531;0.185;0.222;0.062;0.136;0;;0.062;0.037;0.42;0.482;;;;0.494;0.309;;;;0.37;;;;;;;;;;;;;;6.2;4.5;7.8;0.8;0.6;1.1;;;166;136;217;5;0.6;1.1;;;;;;;;11.7;6.9;18.4;;67.8;;40.6;;;;0.78;;0.716;;0.877;0;0;;0;0.309;0;0.543;0.185;0.63;0.099;0.96;0.16;0;0;0.062;0.704;0;0.012;0.377;;0.377;;;;;;;0.074;;;;1;;0.88;;;;0.12;0.12
China;1;4;1;1;1;1;3;2;3;49;;0.641;0;0;1;0;0;0.793;0.491;;;;;;;;;;0.019;;24.5;;0.434;0.17;0.151;0.038;0.094;0;;0.038;0.019;0.34;0.472;;;;0.547;0.321;;;;0.377;;;;;;;;;;0.6543;0;0;;6.3;4.9;8.2;0.8;0.6;1.1;;;178;139;237;4.6;0.6;1.1;;;;;;;;12.6;9;17.5;;62.1;;39.4;;;;0.74;;0.736;;0.887;0;0;;0;0.245;0;0.509;0.189;0.642;0.094;0.981;0.151;0;0;0;0.6;0;0;0.377;;0.377;;;;;;;0.057;;;;1;;1;;;;0;0
China;1;4;1;3;1;1;3;7;3;76;;0.4;0;0;1;0;0;0.6;0.3;;;;;;;;;;0.1;;25.2;;1;0.4;0.3;0.3;0.3;0;;0.3;0.2;0.9;0.5;;;;0.3;0.3;;;;0.2;;;;;;;;;;0;0;0.1235;;6.7;4.9;7.4;0.4;0.3;1.1;;;124;111;147;5.4;0.3;1.1;;;;;;;;7.9;3.5;19.5;;80;;99.5;;;;1.34;;0.8;;0.6;0;0;;0;0.5;0;0.6;0.2;0.7;0;0.8;0.2;0;0;0.5;0.9;0;0.1;0.4;;0.4;;;;;;;0.3;;;;1;;0;;;;1;1
China;1;4;1;1;1;1;3;7;3;48;;0.722;0;0;1;0;0;0.778;0.444;;;;;;;;;;0.056;;23.2;;0.556;0.111;0.389;0;0.167;0;;0;0;0.389;0.5;;;;0.611;0.278;;;;0.444;;;;;;;;;;0;0.2222;0;;5.9;3.9;9.5;0.8;0.6;1.1;;;169.5;150;202;4.2;0.6;1.1;;;;;;;;10.8;6.2;19.7;;73.2;;33;;;;0.62;;0.611;;1;0;0;;0;0.389;0;0.611;0.167;0.556;0.167;1;0.167;0;0;0;0.89;0;0;0.333;;0.333;;;;;;;0;;;;1;;1;;;;0;0
China;2;4;1;2;3;2;3;5;0;49;;0.478;0;0;1;0;0;0.9693;0;0.2225;;;;;;;;;;;;;;;;;;;;;;;0.844;;;;0.391;0.031;0.161;;0.194;0.136;;0.008;0.01;;0.066;0.056;0.033;;0.064;0.847;0.09;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.58;;20.8;20.8;0.01;0.01
China;1;4;1;2;3;2;3;5;0;39;;0.276;0;0;1;0;0;1;0;1;;;;;3.2;;;;;;;;;;;;;;;;;;0.713;;;;0.23;0.083;0.115;;0.069;0.08;;0.011;0;;0.046;0.023;0.023;;0.195;0.771;0.034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
China;1;4;1;2;3;2;3;5;0;45;;0.551;0;0;1;0;0;1;0;0;;;;;5.5;;;;;;;;;;;;;;;;;;0.884;;;;0.435;0.038;0.175;;0.236;0.154;;0.007;0.01;;0.065;0.068;0.038;;0.027;0.87;0.103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
China;1;4;1;2;3;2;3;5;0;59;;0.167;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0.833;;;;0.5;0;0.167;;0.083;0.083;;0;0;;0.25;0;0;;0;0.834;0.167;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
China;2;4;1;1;1;1;1;5;3;52;;0.45;0;0;1;0;0;;;;;;;;;;;;0.1;;;;;0.267;0.083;0.058;0.016;0.058;;;0.008;0.025;;;;;;;;;;;;;;;;;;;0;0.2587;0.2503;0.0084;;5.65;4.14;7.33;1.14;0.81;1.55;;;195;144;269;;;;;;;;;;31;;;;;61;;;;;;;;0.85;0.65;0.65;0;0;;0;0;0;0.45;0;0;0.175;;0.017;0.008;0;0;;;;;;;;;;;;;;;;;1;0;1;;21;23;0;0
China;1;4;1;1;1;1;1;5;3;50;;0.449;0;0;1;0;0;;;;;;;;;;;;0.103;;;;;0.244;0.103;0.064;0.013;0.051;;;0.013;0.026;;;;;;;;;;;;;;;;;;;0;0.321;0.321;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.936;1;1;0;0;;0;0;0;0.564;0;0;0.218;;0.013;0.013;0;0;;;;;;;;;;;;;;;;;1;0;1;;23;22;0;0
China;1;4;1;1;1;1;1;5;3;57;;0.452;0;0;1;0;0;;;;;;;;;;;;0.095;;;;;0.31;0.048;0.048;0.024;0.071;;;0;0.024;;;;;;;;;;;;;;;;;;;0;0.143;0.119;0.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.714;0;0;0;0;;0;0;0;0.238;0;0;0.095;;0.024;0;0;0;;;;;;;;;;;;;;;;;1;0;1;;18.5;28.5;0;0
France;2;4;3;2;3;1;2;5;3;525;;0.525;1;0;0;0;0;;;;;;;;4.8;4.8;0;10.4;;;;0.0500;;0.163;0.112;0.075;0.1;0.063;;;;0.075;0.15;38.6000;38.8;;0.588;;;;;;;;;;0.163;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.225;1;0;0;0;;0;0;1;;;;0.15;;;;;;;;;;;;;;;;;;;;;;1;0.04;0.81;;4.6;4.1;0.01;0.01
China;2;4;1;2;1;1;2;5;3;5152542373;;0.4661;0;0;1;0;0;;;;;;;;;;;;;;;;;0.2796;0.1144;;;;;;;0.2457;0.5296;;;;0.5678;0.0551;;0.1017;0.0212;0.2839;;0.1568;;;0.1102;;;;0;0.1144;0.1144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2399;1;0;0.4915;0;;0;0.5085;0;0.0635;0;0;0;;;;0;0;;;;0.0209;0.0209;;;;;;;;;;;;1;;0.56;;;;0;0
China;1;4;1;2;1;1;2;5;3;50;;0.5086;0;0;1;0;0;;;;;;;;;;;;;;;;;0.3103;0.1207;;;;;;;0.1896;0.5517;;;;0.6034;0.0776;;0.1121;0.0172;0.3448;;0.1897;;;0.0776;;;;0;0.1552;0.1552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2833;1;0;1;0;;0;0;0;0.043;0;0;0;;;;0;0;;;;0.008;0.008;;;;;;;;;;;;1;;0.61;;;;0;0
China;1;4;1;2;1;1;2;5;3;53;;0.425;0;0;1;0;0;;;;;;;;;;;;;;;;;0.25;0.1083;;;;;;;0.3;0.5083;;;;0.5333;0.0333;;0.0917;0.025;0.225;;0.125;;;0.1417;;;;0;0.075;0.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.198;1;0;0;0;;0;1;0;0.0833;0;0;0;;;;0;0;;;;0.0333;0.0333;;;;;;;;;;;;1;;0.52;;;;0;0
USA;2;4;3;2;3;2;3;5;0;72;0.299;0.329;;;;;;;;;;;;;;;;;;;;0.3070;;0.443;0.228;0.407;0.216;0.09;0.059;;0.257;0.258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;0.21;0.53
USA;1;4;3;2;3;2;3;5;0;83;0;0.317;;;;;;;;;;;;;;;;;;;;0.0600;;0.673;0.317;0.604;0.317;0.149;0;;0.406;0.366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.55;;;;;;0.34;0.62
USA;1;4;3;2;3;2;3;5;0;435;1;0.24;;;;;;;;;;;;;;;;;;;;0.1880;;0.08;0.1;0.08;0.04;0;0;;0;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;;;;;;0;0
USA;1;4;3;2;3;2;3;5;0;625;0;0.688;;;;;;;;;;;;;;;;;;;;0.2220;;0.125;0.062;0.188;0.125;0;0.036;;0.125;0.188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;;;0.06;0.12
China;2;4;1;2;0;0;4;7;0;597;;0.67;0;0;1;0;0;0.52;0.33;0.19;;;;;;;;;0.04;;;;;;0.17;0.1;0.08;0.04;0.29;0.14;0.29;0.67;0.98;;;;0.77;0.635;0.06;;0.115;;;;0.04;;0.06;;0.02;;;;;1;;;;;0.67;;;;;180.62;113.38;247.85;;;;128.23;111.92;144.54;;;;;17.04;8.25;25.83;;79.01;;;;;;;12.13;0.94;0.44;0.135;0;0.35;;0;0;0;0.58;0.54;0;0.635;0.1;0.56;0.42;0.12;0.17;0;0;;0.67;;;;;;0.29;;0.23;0.29;0.02;;;1;1;0.15;;;;0.62;0.76
China;1;4;1;1;0;0;4;7;0;519;;0.7;0;0;1;0;0;0.55;0.45;0.1;;;;;;;;;0.1;;;;;;0.1;0.1;0.1;0.05;0.3;0;0.15;0.45;1;;;;0.75;0.6;0.05;;0.1;;;;0.05;;0;;0.05;;;;;1;;;;;0.74;0.34;1.14;;;164;90;238;;;;127;107;147;;;;;13.1;8.8;17.4;;76.3;;;;;;;10.9;0.95;0.65;;0;;;0;0;0;0.7;0.45;0;0.85;0.125;0.3;0.15;0.05;0.05;0;0;;0.45;;;;;;0.3;;0.15;0.15;0;;;1;1;0.4;;;;0;0
China;1;4;1;3;1;0;4;7;0;646;;0.66;0;0;1;0;0;0.5;0.25;0.25;;;;;;;;;0;;;;;;0.22;0.09;0.06;0.03;0.28;0.22;0.375;0.81;0.97;;;;0.78;0.66;0.06;;0.125;;;;0.03;;0.09;;0;;;;;1;;;;;0.62;0.25;0.99;;;191;128;254;;;;129;115;143;;;;;19.5;7.9;31.1;;80.7;;;;;;;12.9;0.94;0.31;;0;;;0;0;0;0.5;0.59;0;0.5;0.115;0.72;0.59;0.16;0.25;0;0;;0.81;;;;;;0.28;;0.28;0.375;0.03;;;1;1;0;7;;;1;1
China;2;4;3;2;3;1;0;5;3;54;;0.555;0;0;1;0;0;0.239;;;;;;;;;;;0.039;;;;0.458;0.239;0.097;0.097;0.032;0.045;0.045;0.045;0.039;;0.813;;38.5;;0.626;0.323;0.098;;0.61;0.732;;0.045;0.037;;;;0.037;;;0.406;0.355;0.235;1.0000;4.36;3.3;6.03;0.9;0.66;1.11;;;170;127;208;2.89;1.97;4.41;;;;;38;23;32;;;;;71;93;33;;45;0.05;191;;;0.29;0.174;;;;;0.2;;0.51;0.058;;;0.658;0.232;;;;0.194;0.071;;;;;;;;;;;;;;;1;;0.45;;;;0.14;0.2
China;1;4;0;0;0;1;0;5;1;46;;0.443;0;0;1;0;0;0.229;;;;;;;;;;;0.029;;;;;0.214;0.043;0;0;0.029;0.029;0;0.029;;0.9;;38.3;;0.614;0.214;0.068;;0.636;0.75;;0.029;0.045;;;;0.045;;;0.614;0.343;0.043;1.0000;4.16;3.33;5.18;0.97;0.79;0.56;;;179;146;219;2.72;1.88;3.53;;;;;39;20;32;;;;;65;100;23;;23;0.05;178;;;0.257;0.086;;;;;0.2;;0.343;0.029;;;0.429;0;;;;0.129;0;;;;;;;;;;;;;;;1;;;;;;;
China;1;4;0;0;0;1;0;5;3;61;;0.647;0;0;1;0;0;0.247;;;;;;;;;;;0.047;;;;;0.259;0.141;0.165;0.047;0.059;0.059;0.082;0.047;;0.741;;38.8;;0.635;0.412;0.132;;0.579;0.711;;0.059;0.053;;;;0;;;0.235;0.365;0.4;1.0000;4.65;3.14;6.84;0.8;0.56;1.04;;;159;119;202;3.28;1.99;5.08;;;;;36;28;37;;;;;79;89;46;;64;0.05;213;;;0.318;0.247;;;;;0.2;;0.647;0.082;;;0.847;0.847;;;;0.247;0.129;;;;;;;;;;;;;;;1;;;;;;;
